record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label
YT_UgyZwj-31Glk9W_Fzu14AaABAg,YouTube,top_level_comment,UgyZwj-31Glk9W_Fzu14AaABAg,UgyZwj-31Glk9W_Fzu14AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Npe x sara str di gabungkan je kan senang x lh org beratur panjang berenam jam dgn system down of Line bagai dh lh berbaris 5 jam of Line pulak tu serik dah berulang kali kena sudah ny tglkn troli balik 0.. myusah kn org sak bah,8493edd405a7e6826a02,2025-10-15T09:26:41Z,2025-10-15T09:26:41Z,0,0,True,True,none,,2026-06-17T15:11:41.176514+00:00,raw,,Npe x sara str di gabungkan je kan senang x lh org beratur panjang berenam jam dgn system down of Line bagai dh lh berbaris 5 jam of Line pulak tu serik dah berulang kali kena sudah ny tglkn troli balik 0.. myusah kn org sak bah,npe x sara str di gabungkan je kan senang x lh org beratur panjang berenam jam dgn system down of line bagai dh lh berbaris 5 jam of line pulak tu serik dah berulang kali kena sudah ny tglkn troli balik 0 myusah kn org sak bah,47,228,0,False,True,0,0,0,BM,id,4,0,,False,False,accepted,negative,0.7544734477996826,0.1251708269119262,0.1203556731343269,0.7544734477996826,0.6293026208877563,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,450,2026-06-18 18:42:38,human_manual_review,,,,
YT_Ugx_8doazDefTz_BkOF4AaABAg,YouTube,top_level_comment,Ugx_8doazDefTz_BkOF4AaABAg,Ugx_8doazDefTz_BkOF4AaABAg,mVmYibok-7A,[TERKINI] MOF sekat MyKad individu salah guna subsidi BUDI95,Astro AWANI,https://www.youtube.com/watch?v=mVmYibok-7A,2026-03-23T23:22:33Z,cost_of_living_public_policy,Ada org nk spare minyak di rumah utk motor lain lgi yg ada kt rumah...itu pon nk berkira sangat ka..agak2 la,94d3c4708c70e8452a20,2026-03-24T06:17:54Z,2026-03-24T06:17:54Z,2,0,True,True,none,,2026-06-17T15:11:39.037900+00:00,raw,,Ada org nk spare minyak di rumah utk motor lain lgi yg ada kt rumah..itu pon nk berkira sangat ka..agak2 la,ada org nk spare minyak di rumah utk motor lain lgi yg ada kt rumah itu pon nk berkira sangat ka agak2 la,23,107,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.7552560567855835,0.1663916856050491,0.0783522650599479,0.7552560567855835,0.5888643711805344,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,452,2026-06-18 18:42:56,human_manual_review,,,,
YT_UgwBCPnavBPBxYChiRF4AaABAg,YouTube,top_level_comment,UgwBCPnavBPBxYChiRF4AaABAg,UgwBCPnavBPBxYChiRF4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Luar biasa? haha mgkin apa yg dijanji kan dolu di'KOTA'kan? 👏,a5b953f7890c395db93a,2025-07-22T15:10:41Z,2025-07-22T15:10:41Z,0,0,True,True,none,,2026-06-17T15:11:38.331121+00:00,raw,,Luar biasa? haha mgkin apa yg dijanji kan dolu di'KOTA'kan? 👏,luar biasa haha mgkin apa yg dijanji kan dolu di kota kan,10,61,1,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.1101288646459579,0.1324016004800796,0.7574694752693176,0.7574694752693176,0.625067874789238,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,457,2026-06-18 18:43:47,human_manual_review,,,,
YT_UgwfUHPyEW9doI1sZgx4AaABAg,YouTube,top_level_comment,UgwfUHPyEW9doI1sZgx4AaABAg,UgwfUHPyEW9doI1sZgx4AaABAg,J5SEcQAe1AM,Why Malaysia Forces You to Own a Car,UrbanShiftMY,https://www.youtube.com/watch?v=J5SEcQAe1AM,2026-05-11T05:16:17Z,transport_public_services,no turning back now unfortunately,28b137e965968163f4fd,2026-05-13T13:11:24Z,2026-05-13T13:11:24Z,0,0,True,True,none,,2026-06-17T15:11:48.080887+00:00,raw,,no turning back now unfortunately,no turning back now unfortunately,5,33,0,False,True,0,0,0,EN,en,0,0,,False,False,accepted,negative,0.7596961259841919,0.1853585392236709,0.0549452826380729,0.7596961259841919,0.5743375867605209,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,465,2026-06-18 18:45:00,human_manual_review,,,,
YT_UgyDjPpnbQD_OkBYDkZ4AaABAg,YouTube,top_level_comment,UgyDjPpnbQD_OkBYDkZ4AaABAg,UgyDjPpnbQD_OkBYDkZ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Laa bantuan ne nak bantu semua rakyat bujang makan je ke dah la bayaran rm50 sebulan😂😂😂kalo dulu ringan sikit boleh kumpul bantuan cash tu buat modal berkebun kecil2an, beli tool tuk buat keja penghasilan, dan mcm2 lagi la tuk dijadikan modalnya,ada juga member sampai sekarang ne sejak dpt bantuan brim dari zaman najib buat tambah modal tuk niaga buger je masih niaga,sesuai sangat la tuk yang bujang niaga makanan ne...tapi kerajaan sekarang ne mcm tak nampak keperluan rakyat kebanyakkan yang sebenarnya...nampak gayanya kena sambut la warga bujang tuk makan tido je seperti masej yang kerajaan sampaikan tu😂😂😂...maaf la kalo tersilap ye...bagi yang tak setuju tu uba komen sikit kat bawah😂😂😂",0f8faa394fe1965c9ff9,2025-11-23T23:49:00Z,2025-11-23T23:49:00Z,0,0,True,True,none,,2026-06-17T15:11:41.175915+00:00,raw,,"Laa bantuan ne nak bantu semua rakyat bujang makan je ke dah la bayaran rm50 sebulan😂😂😂kalo dulu ringan sikit boleh kumpul bantuan cash tu buat modal berkebun kecil2an, beli tool tuk buat keja penghasilan, dan mcm2 lagi la tuk dijadikan modalnya,ada juga member sampai sekarang ne sejak dpt bantuan brim dari zaman najib buat tambah modal tuk niaga buger je masih niaga,sesuai sangat la tuk yang bujang niaga makanan ne..tapi kerajaan sekarang ne mcm tak nampak keperluan rakyat kebanyakkan yang sebenarnya..nampak gayanya kena sambut la warga bujang tuk makan tido je seperti masej yang kerajaan sampaikan tu😂😂😂..maaf la kalo tersilap ye..bagi yang tak setuju tu uba komen sikit kat bawah😂😂😂",laa bantuan ne nak bantu semua rakyat bujang makan je ke dah la bayaran rm50 sebulan kalo dulu ringan sikit boleh kumpul bantuan cash tu buat modal berkebun kecil2an beli tool tuk buat keja penghasilan dan mcm2 lagi la tuk dijadikan modalnya ada juga member sampai sekarang ne sejak dpt bantuan brim dari zaman najib buat tambah modal tuk niaga buger je masih niaga sesuai sangat la tuk yang bujang niaga makanan ne tapi kerajaan sekarang ne mcm tak nampak keperluan rakyat kebanyakkan yang sebenarnya nampak gayanya kena sambut la warga bujang tuk makan tido je seperti masej yang kerajaan sampaikan tu maaf la kalo tersilap ye bagi yang tak setuju tu uba komen sikit kat bawah,117,692,9,False,True,0,0,0,BM,id,14,0,,False,False,accepted,negative,0.7859432697296143,0.1109842807054519,0.1030725762248039,0.7859432697296143,0.6749589890241623,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,511,2026-06-18 18:53:50,human_manual_review,,,,
YT_UgzUdn-QpknQMXZjMFV4AaABAg,YouTube,top_level_comment,UgzUdn-QpknQMXZjMFV4AaABAg,UgzUdn-QpknQMXZjMFV4AaABAg,dDRZ6AZbcfw,Malaysian Hawker Fights To Keep His Noodles Affordable As Food Prices Rise | Money Mind | Inflation,CNA Insider,https://www.youtube.com/watch?v=dDRZ6AZbcfw,2025-11-25T14:01:10Z,cost_of_living_public_policy,it's extremely weird that it took CNA to point out and report problems that malaysia faced but our very own local media refused to do it and our politicians refused to talk about it,ce9e285d31f048b6eb5e,2025-11-27T04:54:54Z,2025-11-27T04:54:54Z,108,4,True,True,none,,2026-06-17T15:11:42.418429+00:00,raw,,it's extremely weird that it took CNA to point out and report problems that malaysia faced but our very own local media refused to do it and our politicians refused to talk about it,it s extremely weird that it took cna to point out and report problems that malaysia faced but our very own local media refused to do it and our politicians refused to talk about it,34,181,0,False,True,0,0,0,MIXED,en,1,3,,False,False,accepted,negative,0.9626620411872864,0.020555093884468,0.0167828947305679,0.9626620411872864,0.9421069473028184,high,medium,mixed_language,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,591,2026-06-18 19:05:47,human_manual_review,,,,
YT_UgzuxeIWA5piEBjIK4x4AaABAg,YouTube,top_level_comment,UgzuxeIWA5piEBjIK4x4AaABAg,UgzuxeIWA5piEBjIK4x4AaABAg,zCSY4bGWUXc,"Suara Rakyat: Nilai semula subsidi petrol golongan kaya, apa kata orang miskin?",Astro AWANI,https://www.youtube.com/watch?v=zCSY4bGWUXc,2026-05-11T12:14:22Z,cost_of_living_public_policy,Lucu juga kalau petrol untuk Mercedez Benz atau BMW dikasih discount. Mampu beli merek mahal tapi petrol mau yang murah...🤣🤣🤣,d0441002c4fd123cd5f2,2026-05-13T09:34:02Z,2026-05-13T09:34:02Z,2,1,True,True,none,,2026-06-17T15:11:37.970269+00:00,raw,,Lucu juga kalau petrol untuk Mercedez Benz atau BMW dikasih discount. Mampu beli merek mahal tapi petrol mau yang murah..🤣🤣🤣,lucu juga kalau petrol untuk mercedez benz atau bmw dikasih discount mampu beli merek mahal tapi petrol mau yang murah,20,124,3,False,True,0,0,0,BM,id,6,0,,False,False,accepted,positive,0.0502592884004116,0.0536570362746715,0.896083652973175,0.896083652973175,0.8424266166985035,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,621,2026-06-18 19:10:21,human_manual_review,,,,
YT_UgxtLbDnPolGQkPzy7t4AaABAg,YouTube,top_level_comment,UgxtLbDnPolGQkPzy7t4AaABAg,UgxtLbDnPolGQkPzy7t4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,ni pmx putar belit punya...bukan meringankan rakyat tapi sebaliknya...dia ingat rakyat ni boleh digula2kan.,47c9339a8b007db55a84,2025-10-19T16:24:03Z,2025-10-19T16:24:03Z,0,0,True,True,none,,2026-06-17T15:11:41.176219+00:00,raw,,ni pmx putar belit punya..bukan meringankan rakyat tapi sebaliknya..dia ingat rakyat ni boleh digula2kan.,ni pmx putar belit punya bukan meringankan rakyat tapi sebaliknya dia ingat rakyat ni boleh digula2kan,16,105,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,negative,0.9405956268310548,0.0276993978768587,0.0317049846053123,0.9405956268310548,0.9088906422257425,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,653,2026-06-18 19:16:00,human_manual_review,,,,
YT_Ugw76ybebP1tdlq1mTJ4AaABAg,YouTube,top_level_comment,Ugw76ybebP1tdlq1mTJ4AaABAg,Ugw76ybebP1tdlq1mTJ4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Buang masa je beli makanan kat baazar. Kualiti sampah,22be126494652318ce87,2026-03-05T08:45:06Z,2026-03-05T08:45:06Z,0,0,True,True,none,,2026-06-17T15:11:44.742605+00:00,raw,,Buang masa je beli makanan kat baazar. Kualiti sampah,buang masa je beli makanan kat baazar kualiti sampah,9,53,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.943314254283905,0.0283326208591461,0.0283532049506902,0.943314254283905,0.9149610493332148,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,664,2026-06-18 19:17:57,human_manual_review,,,,
YT_UgxYorzv83KZQJuyUzp4AaABAg,YouTube,top_level_comment,UgxYorzv83KZQJuyUzp4AaABAg,UgxYorzv83KZQJuyUzp4AaABAg,oULUeT07fa0,JPJ MALAYSIA? ADA APA APA JAWAPAN KE? SITA KENDERAAN ORANG SAMPAI BERBULAN BULAN? TERIMA KASIH SINGH,Bossrul Channel,https://www.youtube.com/watch?v=oULUeT07fa0,2025-07-01T02:14:17Z,transport_public_services,"Betul betul JPJ memang tidak pakai 4:15 laws di Malaysia. Orang2 membeli kenderaan pakai duit mahal2 orang beli. Kenapa di simpan lama2 di JPJ sungguh2 memalukan, kadang2 si milik setekat mampu membeli kenderaan, apa pakai turun kerja ataupun pakai cari rezeki duit untuk belanja",1938d75bf86964ffc409,2025-07-10T02:41:05Z,2025-07-10T02:42:31Z,0,0,True,True,none,,2026-06-17T15:11:48.876967+00:00,raw,,"Betul betul JPJ memang tidak pakai 4:15 laws di Malaysia. Orang2 membeli kenderaan pakai duit mahal2 orang beli. Kenapa di simpan lama2 di JPJ sungguh2 memalukan, kadang2 si milik setekat mampu membeli kenderaan, apa pakai turun kerja ataupun pakai cari rezeki duit untuk belanja",betul betul jpj memang tidak pakai 4 15 laws di malaysia orang2 membeli kenderaan pakai duit mahal2 orang beli kenapa di simpan lama2 di jpj sungguh2 memalukan kadang2 si milik setekat mampu membeli kenderaan apa pakai turun kerja ataupun pakai cari rezeki duit untuk belanja,45,279,0,False,True,0,0,0,BM,id,6,0,,False,False,accepted,negative,0.9464913606643676,0.0260146912187337,0.0274939946830272,0.9464913606643676,0.9189973659813404,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,679,2026-06-18 19:20:10,human_manual_review,,,,
YT_UgzJWo4bbEOXxgzIW154AaABAg,YouTube,top_level_comment,UgzJWo4bbEOXxgzIW154AaABAg,UgzJWo4bbEOXxgzIW154AaABAg,pByBSEMjiyo,MENJELANG AIDILFITRI | PM Umum Cuti Tambahan Sehari Sambut Hari Raya Aidilfitri,Buletin TV3,https://www.youtube.com/watch?v=pByBSEMjiyo,2026-03-15T05:40:33Z,festivals_national_events,Rkyt sbh dan SRWK dh bosan lh dengan PM skg ni. Dh bosn dh.dh mcm keadaan terpaksa dh nk terima.,57ecb1f1150364e6ffbe,2026-03-15T12:06:12Z,2026-03-15T12:06:12Z,0,0,True,True,none,,2026-06-17T15:11:43.138488+00:00,raw,,Rkyt sbh dan SRWK dh bosan lh dengan PM skg ni. Dh bosn dh.dh mcm keadaan terpaksa dh nk terima.,rkyt sbh dan srwk dh bosan lh dengan pm skg ni dh bosn dh dh mcm keadaan terpaksa dh nk terima,21,96,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.9507894515991212,0.0241871494799852,0.0250233896076679,0.9507894515991212,0.9257660619914532,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,687,2026-06-18 19:21:29,human_manual_review,,,,
YT_UgwujRcmT7CJssh96JB4AaABAg,YouTube,top_level_comment,UgwujRcmT7CJssh96JB4AaABAg,UgwujRcmT7CJssh96JB4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,"Haaa...para pniaga...msuk la Komen,bg la spatah 2 kata...takut kee...",43f73b03902f9f7c5e64,2026-02-23T02:16:56Z,2026-02-23T02:16:56Z,107,44,True,True,none,,2026-06-17T15:11:44.741666+00:00,raw,,"Haaa..para pniaga..msuk la Komen,bg la spatah 2 kata..takut kee..",haaa para pniaga msuk la komen bg la spatah 2 kata takut kee,13,65,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,negative,0.9567381143569946,0.0237972717732191,0.0194645710289478,0.9567381143569946,0.9329408425837756,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,710,2026-06-18 19:25:19,human_manual_review,,,,
YT_UgyJammsqjhOiaOpPzt4AaABAg,YouTube,top_level_comment,UgyJammsqjhOiaOpPzt4AaABAg,UgyJammsqjhOiaOpPzt4AaABAg,FgMUKH-xEec,"Kerajaan setuju semakan tarik subsidi minyak golongan berpendapatan tinggi, kata PM",Free Malaysia Today,https://www.youtube.com/watch?v=FgMUKH-xEec,2026-05-10T09:06:58Z,cost_of_living_public_policy,UMNO parti yang korup sekarang nak bercakap mengenai kewangan negara.,3098211113a82e15b760,2026-05-10T10:34:53Z,2026-05-10T10:34:53Z,9,0,True,True,none,,2026-06-17T15:11:41.872435+00:00,raw,,UMNO parti yang korup sekarang nak bercakap mengenai kewangan negara.,umno parti yang korup sekarang nak bercakap mengenai kewangan negara,10,69,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.9578068256378174,0.0237285066395998,0.0184646863490343,0.9578068256378174,0.9340783189982176,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,715,2026-06-18 20:01:30,human_manual_review,,,,
YT_UgwBg1vYprST55rNrTd4AaABAg,YouTube,top_level_comment,UgwBg1vYprST55rNrTd4AaABAg,UgwBg1vYprST55rNrTd4AaABAg,oULUeT07fa0,JPJ MALAYSIA? ADA APA APA JAWAPAN KE? SITA KENDERAAN ORANG SAMPAI BERBULAN BULAN? TERIMA KASIH SINGH,Bossrul Channel,https://www.youtube.com/watch?v=oULUeT07fa0,2025-07-01T02:14:17Z,transport_public_services,Yerlah tu tiba2 nk jd hero 😂👎👎👎,eee29e003f3d93e89525,2025-07-10T02:34:50Z,2025-07-10T02:34:50Z,0,0,True,True,none,,2026-06-17T15:11:48.877008+00:00,raw,,Yerlah tu tiba2 nk jd hero 😂👎👎👎,yerlah tu tiba2 nk jd hero,6,31,4,False,True,0,0,0,BM,id,0,0,,False,False,accepted,negative,0.9767465591430664,0.0113074006512761,0.011945990845561,0.9767465591430664,0.9648005682975054,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,791,2026-06-18 19:58:54,human_manual_review,,,,
YT_UgwyB7gLbCUNa7padNJ4AaABAg,YouTube,top_level_comment,UgwyB7gLbCUNa7padNJ4AaABAg,UgwyB7gLbCUNa7padNJ4AaABAg,MpBToZaCuWE,LRT derailment: Commuters want track and train maintenance to be enhanced,The Star,https://www.youtube.com/watch?v=MpBToZaCuWE,2026-05-28T08:54:43Z,transport_public_services,This is exactly the reason why I stopped taking LRT to anywhere! Please fix it already my god,847782b9ffa1a3b2c20f,2026-05-28T09:29:53Z,2026-05-28T09:29:53Z,22,8,True,True,none,,2026-06-17T15:11:46.539352+00:00,raw,,This is exactly the reason why I stopped taking LRT to anywhere! Please fix it already my god,this is exactly the reason why i stopped taking lrt to anywhere please fix it already my god,18,93,0,False,True,0,0,0,EN,en,0,6,,False,False,accepted,negative,0.978968620300293,0.0123923225328326,0.0086389714851975,0.978968620300293,0.9665762977674603,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,802,2026-06-18 19:51:47,human_manual_review,,,,
YT_Ugzaj0Wk4zYV1nv9bMx4AaABAg,YouTube,top_level_comment,Ugzaj0Wk4zYV1nv9bMx4AaABAg,Ugzaj0Wk4zYV1nv9bMx4AaABAg,J5SEcQAe1AM,Why Malaysia Forces You to Own a Car,UrbanShiftMY,https://www.youtube.com/watch?v=J5SEcQAe1AM,2026-05-11T05:16:17Z,transport_public_services,"When you need to drive a car just to get to train station because of the fucked up bus system, this country is fucked",4e6cc91682cd25cdad2c,2026-05-16T08:17:02Z,2026-05-16T08:17:02Z,0,0,True,True,none,,2026-06-17T15:11:48.079457+00:00,raw,,"When you need to drive a car just to get to train station because of the fucked up bus system, this country is fucked",when you need to drive a car just to get to train station because of the fucked up bus system this country is fucked,24,117,0,False,True,0,0,0,EN,en,0,7,,False,False,accepted,negative,0.9801056981086732,0.0129081374034285,0.0069861900992691,0.9801056981086732,0.9671975607052444,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,807,2026-06-18 19:59:38,human_manual_review,,,,
YT_UgxmJudDUb9lIPIRSa94AaABAg,YouTube,top_level_comment,UgxmJudDUb9lIPIRSa94AaABAg,UgxmJudDUb9lIPIRSa94AaABAg,oULUeT07fa0,JPJ MALAYSIA? ADA APA APA JAWAPAN KE? SITA KENDERAAN ORANG SAMPAI BERBULAN BULAN? TERIMA KASIH SINGH,Bossrul Channel,https://www.youtube.com/watch?v=oULUeT07fa0,2025-07-01T02:14:17Z,transport_public_services,terbaik boss info...kasi kupas isu...tentang JPJ...,3593635e1488491cfcbc,2025-07-12T08:04:11Z,2025-07-12T08:04:11Z,0,0,True,True,none,,2026-06-17T15:11:48.876410+00:00,raw,,terbaik boss info..kasi kupas isu..tentang JPJ..,terbaik boss info kasi kupas isu tentang jpj,8,48,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,positive,0.184442713856697,0.3292080760002136,0.4863492250442505,0.4863492250442505,0.1571411490440368,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,125,2026-06-18 15:49:04,human_manual_review,,,,
YT_Ugw9MDam0Ei1AvT-grp4AaABAg,YouTube,top_level_comment,Ugw9MDam0Ei1AvT-grp4AaABAg,Ugw9MDam0Ei1AvT-grp4AaABAg,pByBSEMjiyo,MENJELANG AIDILFITRI | PM Umum Cuti Tambahan Sehari Sambut Hari Raya Aidilfitri,Buletin TV3,https://www.youtube.com/watch?v=pByBSEMjiyo,2026-03-15T05:40:33Z,festivals_national_events,Tambah cuti n xtra money,9a741fb40e361a836de0,2026-03-15T06:30:26Z,2026-03-15T06:30:26Z,1,0,True,True,none,,2026-06-17T15:11:43.139090+00:00,raw,,Tambah cuti n xtra money,tambah cuti n xtra money,5,24,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,neutral,0.2641239762306213,0.4906415939331054,0.2452344745397567,0.4906415939331054,0.2265176177024841,low,high,low_confidence | neutral_prediction,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,136,2026-06-18 15:51:34,human_manual_review,,,,
YT_Ugz6mjaA2P6uB1-yLNR4AaABAg,YouTube,top_level_comment,Ugz6mjaA2P6uB1-yLNR4AaABAg,Ugz6mjaA2P6uB1-yLNR4AaABAg,ze_IuVwkuFc,KTMB's 'ghost train' transforms commute for students from the interior,The Star,https://www.youtube.com/watch?v=ze_IuVwkuFc,2026-01-11T13:05:33Z,transport_public_services,We need more train infrastructure to reach more part of the rural area. We're grtting closer to Japan,e898dcd2be0a3f24ee9b,2026-01-13T23:17:44Z,2026-01-13T23:17:44Z,9,0,True,True,none,,2026-06-17T15:11:47.668218+00:00,raw,,We need more train infrastructure to reach more part of the rural area. We're grtting closer to Japan,we need more train infrastructure to reach more part of the rural area we re grtting closer to japan,18,101,0,False,True,0,0,0,EN,en,0,3,,False,False,accepted,positive,0.0425738170742988,0.4018000364303589,0.5556261539459229,0.5556261539459229,0.1538261175155639,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,267,2026-06-18 17:05:31,human_manual_review,,,,
YT_UgzcjpOCtdi6mmafgh54AaABAg,YouTube,top_level_comment,UgzcjpOCtdi6mmafgh54AaABAg,UgzcjpOCtdi6mmafgh54AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Assalamualaikum kak ABG semua nk beli kuih SDP kuih kg meh lah singgah dikg lebu Bentong Pahang cari kedai mak zarah confirm korg DTG lagi.,9b6a9f40b2d39e3d814e,2026-02-27T06:53:59Z,2026-02-27T06:53:59Z,0,0,True,True,none,,2026-06-17T15:11:45.124131+00:00,raw,,Assalamualaikum kak ABG semua nk beli kuih SDP kuih kg meh lah singgah dikg lebu Bentong Pahang cari kedai mak zarah confirm korg DTG lagi.,assalamualaikum kak abg semua nk beli kuih sdp kuih kg meh lah singgah dikg lebu bentong pahang cari kedai mak zarah confirm korg dtg lagi,25,139,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.1134246736764907,0.3114119470119476,0.5751633644104004,0.5751633644104004,0.2637514173984527,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,296,2026-06-18 17:10:43,human_manual_review,,,,
