record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label,dataset_split_ready,final_dataset_name,final_dataset_created_at,final_dataset_sequence
YT_Ugy5DLlUg9yFKWTtXE94AaABAg,YouTube,top_level_comment,Ugy5DLlUg9yFKWTtXE94AaABAg,Ugy5DLlUg9yFKWTtXE94AaABAg,hc8RMN2hnnQ,[LANGSUNG] Pengumuman Hari Raya Aidilfitri 2026/1447H  | 19 Mac 2026,Astro AWANI,https://www.youtube.com/watch?v=hc8RMN2hnnQ,2026-03-19T12:16:11Z,festivals_national_events,Aku bernasib baik kerana beraya bersama kakak sulung dan abang,9e8485745aa155998d9d,2026-03-19T12:21:17Z,2026-03-19T12:21:17Z,2,0,True,True,none,,2026-06-17T15:11:42.763850+00:00,raw,,Aku bernasib baik kerana beraya bersama kakak sulung dan abang,aku bernasib baik kerana beraya bersama kakak sulung dan abang,10,62,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.0229230728000402,0.0351348929107189,0.941942036151886,0.941942036151886,0.9068071432411672,high,low,,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,662,2026-06-18 19:17:39,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,106
YT_UgwGyQs_KLf-_phzvjB4AaABAg,YouTube,top_level_comment,UgwGyQs_KLf-_phzvjB4AaABAg,UgwGyQs_KLf-_phzvjB4AaABAg,MpBToZaCuWE,LRT derailment: Commuters want track and train maintenance to be enhanced,The Star,https://www.youtube.com/watch?v=MpBToZaCuWE,2026-05-28T08:54:43Z,transport_public_services,"umno train😂 gorvement give 100million to umno but umno only spend 50million for this lrt😂,,umno always pick pocket money",7a15176c1d1ecdb5d882,2026-05-29T12:02:58Z,2026-05-29T12:02:58Z,0,0,True,True,none,,2026-06-17T15:11:46.538257+00:00,raw,,"umno train😂 gorvement give 100million to umno but umno only spend 50million for this lrt😂,,umno always pick pocket money",umno train gorvement give 100million to umno but umno only spend 50million for this lrt umno always pick pocket money,20,120,2,False,True,0,0,0,EN,en,0,2,,False,False,accepted,neutral,0.2665851414203644,0.4363232553005218,0.2970916032791137,0.4363232553005218,0.139231652021408,low,high,low_confidence | small_probability_margin | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,66,2026-06-18 15:38:44,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,107
YT_Ugx93YEVT_E3Z2-9qVp4AaABAg,YouTube,top_level_comment,Ugx93YEVT_E3Z2-9qVp4AaABAg,Ugx93YEVT_E3Z2-9qVp4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Spin duit pun pandai😅,8e184041789df7fd0469,2025-10-16T05:40:12Z,2025-10-16T05:40:12Z,0,0,True,True,none,,2026-06-17T15:11:41.176443+00:00,raw,,Spin duit pun pandai😅,spin duit pun pandai,4,21,1,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.1615723520517349,0.1948117762804031,0.6436158418655396,0.6436158418655396,0.4488040655851364,medium,medium,medium_confidence,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,60,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,108
YT_UgxPEJCU7fd1oWXEQZx4AaABAg,YouTube,top_level_comment,UgxPEJCU7fd1oWXEQZx4AaABAg,UgxPEJCU7fd1oWXEQZx4AaABAg,qlQj6Zlgc-M,MyDigital ID akan diwajibkan untuk akses aplikasi MyJPJ & MyBayar PDRM!,SoyaCincau BM,https://www.youtube.com/watch?v=qlQj6Zlgc-M,2025-08-27T12:39:08Z,technology_digital_services,x dftar xlh bka my jpj sibat,1c09a7f81698977ecb33,2026-02-16T06:48:05Z,2026-02-16T06:48:05Z,0,0,True,True,none,,2026-06-17T15:11:45.563712+00:00,raw,,x dftar xlh bka my jpj sibat,x dftar xlh bka my jpj sibat,7,28,0,False,True,0,0,0,UNKNOWN,so,0,0,,False,False,accepted,neutral,0.3594799041748047,0.3713959753513336,0.2691240906715393,0.3713959753513336,0.0119160711765289,low,high,low_confidence | small_probability_margin | neutral_prediction | unknown_language,negative,reviewed,Reverted wrong sequence-based correction back to negative,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,15,2026-06-18 20:39:17,human_manual_text_based_revert,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,109
YT_UgzFcQgpXyQCTq_7hxZ4AaABAg,YouTube,top_level_comment,UgzFcQgpXyQCTq_7hxZ4AaABAg,UgzFcQgpXyQCTq_7hxZ4AaABAg,oULUeT07fa0,JPJ MALAYSIA? ADA APA APA JAWAPAN KE? SITA KENDERAAN ORANG SAMPAI BERBULAN BULAN? TERIMA KASIH SINGH,Bossrul Channel,https://www.youtube.com/watch?v=oULUeT07fa0,2025-07-01T02:14:17Z,transport_public_services,Memang betul JPJ kedang2 bikin sakit hati juga.,7564003189541eeff5d9,2025-07-13T23:02:30Z,2025-07-13T23:02:30Z,0,0,True,True,none,,2026-06-17T15:11:48.876248+00:00,raw,,Memang betul JPJ kedang2 bikin sakit hati juga.,memang betul jpj kedang2 bikin sakit hati juga,8,47,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.952350378036499,0.0209713242948055,0.0266783200204372,0.952350378036499,0.9256720580160618,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,693,2026-06-18 19:22:32,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,110
YT_UgySP7CsTdbBfR417EF4AaABAg,YouTube,top_level_comment,UgySP7CsTdbBfR417EF4AaABAg,UgySP7CsTdbBfR417EF4AaABAg,ePfJmLXfPwU,JPJ perkenal wajah baharu lesen memandu,Harian Metro,https://www.youtube.com/watch?v=ePfJmLXfPwU,2025-05-21T11:30:02Z,transport_public_services,Lah..ku baru buat minggu lepas ..xde gambo pun...kena buat lagi ke,457f84a5c2cfdffd3240,2025-05-21T15:25:02Z,2025-05-21T15:25:02Z,7,0,True,True,none,,2026-06-17T15:11:47.301090+00:00,raw,,Lah..ku baru buat minggu lepas ..xde gambo pun..kena buat lagi ke,lah ku baru buat minggu lepas xde gambo pun kena buat lagi ke,13,65,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,neutral,0.3119945526123047,0.4660234749317169,0.2219820171594619,0.4660234749317169,0.1540289223194122,low,high,low_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,106,2026-06-18 15:46:03,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,111
YT_Ugz9XPYJPmm3ls-I3414AaABAg,YouTube,top_level_comment,Ugz9XPYJPmm3ls-I3414AaABAg,Ugz9XPYJPmm3ls-I3414AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Ade lagi ke yang sokong anuar,21d1fbf5241442ec184e,2026-05-29T03:17:25Z,2026-05-29T03:17:25Z,0,0,True,True,none,,2026-06-17T15:11:41.175565+00:00,raw,,Ade lagi ke yang sokong anuar,ade lagi ke yang sokong anuar,6,29,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.5598902106285095,0.3291285037994385,0.1109813153743743,0.5598902106285095,0.230761706829071,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,273,2026-06-18 17:06:54,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,112
YT_UgzSoENpr8P1AysIMgJ4AaABAg,YouTube,top_level_comment,UgzSoENpr8P1AysIMgJ4AaABAg,UgzSoENpr8P1AysIMgJ4AaABAg,9tQzzOjBIdI,KOS SARA HIDUP | Kerajaan Bakal Umum Langkah Tangani Kos Sara Hidup,Buletin TV3,https://www.youtube.com/watch?v=9tQzzOjBIdI,2025-07-19T05:38:22Z,cost_of_living_public_policy,Kuat kincing punya olang,f4559486e4513febe44b,2025-07-19T06:38:55Z,2025-07-19T06:38:55Z,10,1,True,True,none,,2026-06-17T15:11:40.015890+00:00,raw,,Kuat kincing punya olang,kuat kincing punya olang,4,24,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,negative,0.554323673248291,0.1921311318874359,0.253545194864273,0.554323673248291,0.3007784783840179,low,high,low_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,259,2026-06-18 17:04:18,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,113
YT_UgyNAWwhrCduehIiHqV4AaABAg,YouTube,top_level_comment,UgyNAWwhrCduehIiHqV4AaABAg,UgyNAWwhrCduehIiHqV4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,Alhamdulillah Terima kasih kepada PMX👍🤲🏽❤,e4502e9f017fbbcb0204,2026-01-06T08:39:34Z,2026-01-06T08:40:13Z,4,0,True,True,none,,2026-06-17T15:11:40.406216+00:00,raw,,Alhamdulillah Terima kasih kepada PMX👍🤲🏽❤,alhamdulillah terima kasih kepada pmx,5,41,3,False,True,0,0,0,BM,id,0,0,,False,False,accepted,positive,0.0126692475751042,0.0163134895265102,0.9710172414779664,0.9710172414779664,0.954703751951456,high,low,,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,760,2026-06-18 19:36:35,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,114
YT_UgzMthA1B40m4UMhUhF4AaABAg,YouTube,top_level_comment,UgzMthA1B40m4UMhUhF4AaABAg,UgzMthA1B40m4UMhUhF4AaABAg,zCSY4bGWUXc,"Suara Rakyat: Nilai semula subsidi petrol golongan kaya, apa kata orang miskin?",Astro AWANI,https://www.youtube.com/watch?v=zCSY4bGWUXc,2026-05-11T12:14:22Z,cost_of_living_public_policy,Sebelum tu kaji balik yg geng2 Bangla berkerja di stesen minyak rasanya bkn sektor 3d pon sbb rakyat tempatan bole BT isikan minyak org ni boleh kata geng2 ni kuasai stesen minyak,cd3770a40a0494b39c4d,2026-05-11T16:57:27Z,2026-05-11T16:57:27Z,1,0,True,True,none,,2026-06-17T15:11:37.970915+00:00,raw,,Sebelum tu kaji balik yg geng2 Bangla berkerja di stesen minyak rasanya bkn sektor 3d pon sbb rakyat tempatan bole BT isikan minyak org ni boleh kata geng2 ni kuasai stesen minyak,sebelum tu kaji balik yg geng2 bangla berkerja di stesen minyak rasanya bkn sektor 3d pon sbb rakyat tempatan bole bt isikan minyak org ni boleh kata geng2 ni kuasai stesen minyak,32,179,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.5771523714065552,0.2300720810890197,0.1927754878997802,0.5771523714065552,0.3470802903175354,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,299,2026-06-18 17:11:13,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,115
YT_UgxiBMcriE_8y4lkfBN4AaABAg,YouTube,top_level_comment,UgxiBMcriE_8y4lkfBN4AaABAg,UgxiBMcriE_8y4lkfBN4AaABAg,pByBSEMjiyo,MENJELANG AIDILFITRI | PM Umum Cuti Tambahan Sehari Sambut Hari Raya Aidilfitri,Buletin TV3,https://www.youtube.com/watch?v=pByBSEMjiyo,2026-03-15T05:40:33Z,festivals_national_events,Dulu sebelom hang pon ade lah..lgi lama,43a052d5a222de875b1b,2026-03-15T09:33:15Z,2026-03-15T09:33:15Z,2,0,True,True,none,,2026-06-17T15:11:43.138699+00:00,raw,,Dulu sebelom hang pon ade lah..lgi lama,dulu sebelom hang pon ade lah lgi lama,8,39,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,negative,0.5877084136009216,0.2756856977939605,0.1366059184074401,0.5877084136009216,0.312022715806961,low,high,low_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,321,2026-06-18 17:16:49,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,116
YT_Ugx95E94XU0SKo867jd4AaABAg,YouTube,top_level_comment,Ugx95E94XU0SKo867jd4AaABAg,Ugx95E94XU0SKo867jd4AaABAg,MpBToZaCuWE,LRT derailment: Commuters want track and train maintenance to be enhanced,The Star,https://www.youtube.com/watch?v=MpBToZaCuWE,2026-05-28T08:54:43Z,transport_public_services,"Anyway, LRT better service than Aerobridge train at KLIA that often brokedown. Anthony what are you doing?",a3a0a857af956931d4c1,2026-05-28T13:58:06Z,2026-05-28T13:58:06Z,0,0,True,True,none,,2026-06-17T15:11:46.538555+00:00,raw,,"Anyway, LRT better service than Aerobridge train at KLIA that often brokedown. Anthony what are you doing?",anyway lrt better service than aerobridge train at klia that often brokedown anthony what are you doing,17,106,0,False,True,0,0,0,EN,en,0,6,,False,False,accepted,positive,0.0719579085707664,0.1469260156154632,0.7811160087585449,0.7811160087585449,0.6341899931430817,medium,medium,medium_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,495,2026-06-18 18:51:14,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,117
YT_Ugw71ItrOeOJU9DjnvN4AaABAg,YouTube,top_level_comment,Ugw71ItrOeOJU9DjnvN4AaABAg,Ugw71ItrOeOJU9DjnvN4AaABAg,oULUeT07fa0,JPJ MALAYSIA? ADA APA APA JAWAPAN KE? SITA KENDERAAN ORANG SAMPAI BERBULAN BULAN? TERIMA KASIH SINGH,Bossrul Channel,https://www.youtube.com/watch?v=oULUeT07fa0,2025-07-01T02:14:17Z,transport_public_services,betul tu uncle terus gasak💪👍💪,c6e8bd98af405c0dfca8,2025-07-03T09:21:59Z,2025-07-03T09:21:59Z,31,0,True,True,none,,2026-06-17T15:11:49.222471+00:00,raw,,betul tu uncle terus gasak💪👍💪,betul tu uncle terus gasak,5,29,3,False,True,0,0,0,BM,id,0,0,,False,False,accepted,positive,0.0504086203873157,0.102417379617691,0.8471740484237671,0.8471740484237671,0.744756668806076,high,low,,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,24,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,118
YT_UgyJB58hs_88Pl_AkoR4AaABAg,YouTube,top_level_comment,UgyJB58hs_88Pl_AkoR4AaABAg,UgyJB58hs_88Pl_AkoR4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,Ckf tahu satu hari ckf tidak ada ibu bapa,9184e6dc6a367d393b2b,2026-01-07T03:06:28Z,2026-01-07T03:06:28Z,0,0,True,True,none,,2026-06-17T15:11:40.405893+00:00,raw,,Ckf tahu satu hari ckf tidak ada ibu bapa,ckf tahu satu hari ckf tidak ada ibu bapa,9,41,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,neutral,0.2714966833591461,0.5124825239181519,0.2160207480192184,0.5124825239181519,0.2409858405590057,low,high,low_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,168,2026-06-18 15:57:06,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,119
YT_UgyVwKutOD4Qxmp8PAB4AaABAg,YouTube,top_level_comment,UgyVwKutOD4Qxmp8PAB4AaABAg,UgyVwKutOD4Qxmp8PAB4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Gak ada yg genah masakkan ny😅,5041b3e040a24c82efd6,2026-02-28T14:48:10Z,2026-02-28T14:48:10Z,0,0,True,True,none,,2026-06-17T15:11:44.743006+00:00,raw,,Gak ada yg genah masakkan ny😅,gak ada yg genah masakkan ny,6,29,1,False,True,0,0,0,BM,id,0,0,,False,False,accepted,neutral,0.3342174291610718,0.4963827133178711,0.1693998128175735,0.4963827133178711,0.1621652841567993,low,high,low_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,142,2026-06-18 15:52:19,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,120
YT_Ugwb6dSUIQPY3F9qKHJ4AaABAg,YouTube,top_level_comment,Ugwb6dSUIQPY3F9qKHJ4AaABAg,Ugwb6dSUIQPY3F9qKHJ4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,aku dpt 50 warga emas anak 4..warga emas ank berkerja gaji 5k keatas dpt 100..mcmna..😂😂😂bawang penting xtermasuk senarai mcmna..,2fa7972c938167db0369,2026-01-13T17:30:36Z,2026-01-13T17:31:39Z,0,0,True,True,none,,2026-06-17T15:11:40.405317+00:00,raw,,aku dpt 50 warga emas anak 4..warga emas ank berkerja gaji 5k keatas dpt 100..mcmna..😂😂😂bawang penting xtermasuk senarai mcmna..,aku dpt 50 warga emas anak 4 warga emas ank berkerja gaji 5k keatas dpt 100 mcmna bawang penting xtermasuk senarai mcmna,22,128,3,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.2878316044807434,0.2986974716186523,0.4134709537029266,0.4134709537029266,0.1147734820842742,low,high,low_confidence | small_probability_margin,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,104,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,121
YT_UgyFexC00ya-PuSpMxl4AaABAg,YouTube,top_level_comment,UgyFexC00ya-PuSpMxl4AaABAg,UgyFexC00ya-PuSpMxl4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Pi mai pi mai tang tu jugak.. Yg untung kerajaan... Tokey2 besar senyum lebar.. Duit yg rakyat dpt, dapat kt tokey2 dn kerajaan jugak..Untung2.. Siapa nk buat bisnis klu dpt rugi..",37610a90f3222bbcf480,2025-10-14T06:51:03Z,2025-10-14T06:51:03Z,0,0,True,True,none,,2026-06-17T15:11:41.176875+00:00,raw,,"Pi mai pi mai tang tu jugak.. Yg untung kerajaan.. Tokey2 besar senyum lebar.. Duit yg rakyat dpt, dapat kt tokey2 dn kerajaan jugak..Untung2.. Siapa nk buat bisnis klu dpt rugi..",pi mai pi mai tang tu jugak yg untung kerajaan tokey2 besar senyum lebar duit yg rakyat dpt dapat kt tokey2 dn kerajaan jugak untung2 siapa nk buat bisnis klu dpt rugi,32,179,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.2707633078098297,0.2394936382770538,0.4897429943084717,0.4897429943084717,0.2189796864986419,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,134,2026-06-18 15:51:20,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,122
YT_UgySdvK_YheZf0yhA554AaABAg,YouTube,top_level_comment,UgySdvK_YheZf0yhA554AaABAg,UgySdvK_YheZf0yhA554AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,We could reach 60 Millions tourist this year 2026! Well done Malaysia!,f106e51b96499f75f2e6,2026-02-25T22:32:35Z,2026-02-25T22:32:35Z,1,0,True,True,none,,2026-06-17T15:11:46.187484+00:00,raw,,We could reach 60 Millions tourist this year 2026! Well done Malaysia!,we could reach 60 millions tourist this year 2026 well done malaysia,12,70,0,False,True,0,0,0,MIXED,en,1,3,,False,False,accepted,positive,0.0347381979227066,0.0347064360976219,0.9305554032325744,0.9305554032325744,0.8958172053098679,high,medium,mixed_language,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,577,2026-06-18 19:04:23,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,123
YT_UgwqThkiWpkGWvyDhzN4AaABAg,YouTube,top_level_comment,UgwqThkiWpkGWvyDhzN4AaABAg,UgwqThkiWpkGWvyDhzN4AaABAg,dDRZ6AZbcfw,Malaysian Hawker Fights To Keep His Noodles Affordable As Food Prices Rise | Money Mind | Inflation,CNA Insider,https://www.youtube.com/watch?v=dDRZ6AZbcfw,2025-11-25T14:01:10Z,cost_of_living_public_policy,Dam Trump has his affect everywhere!… it’s all Trumps fault!,fe1d423fde597223b304,2025-11-25T20:29:29Z,2025-11-25T20:29:29Z,1,1,True,True,none,,2026-06-17T15:11:42.418906+00:00,raw,,Dam Trump has his affect everywhere!.. it’s all Trumps fault!,dam trump has his affect everywhere it s all trumps fault,11,61,0,False,True,0,0,0,EN,en,0,0,,False,False,accepted,negative,0.975430190563202,0.0149671537801623,0.0096026808023452,0.975430190563202,0.9604630367830396,high,low,,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,784,2026-06-18 20:12:46,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,124
YT_Ugx6vUK811EeXRFcRTB4AaABAg,YouTube,top_level_comment,Ugx6vUK811EeXRFcRTB4AaABAg,Ugx6vUK811EeXRFcRTB4AaABAg,mVmYibok-7A,[TERKINI] MOF sekat MyKad individu salah guna subsidi BUDI95,Astro AWANI,https://www.youtube.com/watch?v=mVmYibok-7A,2026-03-23T23:22:33Z,cost_of_living_public_policy,Nk isi kt Genset utk berniaga pasal malam x blh ke isi dlm tong?,06dc337c46cfef271869,2026-03-24T14:02:32Z,2026-03-24T14:02:32Z,1,0,True,True,none,,2026-06-17T15:11:39.037296+00:00,raw,,Nk isi kt Genset utk berniaga pasal malam x blh ke isi dlm tong?,nk isi kt genset utk berniaga pasal malam x blh ke isi dlm tong,14,64,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,neutral,0.2789954245090484,0.5627082586288452,0.1582964062690735,0.5627082586288452,0.2837128341197967,low,high,low_confidence | neutral_prediction,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,277,2026-06-18 17:07:40,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,125
YT_UgyDTrHIolKcmEnkACp4AaABAg,YouTube,top_level_comment,UgyDTrHIolKcmEnkACp4AaABAg,UgyDTrHIolKcmEnkACp4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,semua org dapat ke bantuan sara rm100?,20f1591d32fd3bca246a,2026-01-05T19:39:44Z,2026-01-05T19:39:44Z,0,0,True,True,none,,2026-06-17T15:11:40.741868+00:00,raw,,semua org dapat ke bantuan sara rm100?,semua org dapat ke bantuan sara rm100,7,38,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,neutral,0.1774200350046157,0.6988405585289001,0.1237394884228706,0.6988405585289001,0.5214205235242844,medium,medium,medium_confidence | neutral_prediction,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,394,2026-06-18 18:32:50,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,126
YT_UgzR1UteqcAESRBzbSV4AaABAg,YouTube,top_level_comment,UgzR1UteqcAESRBzbSV4AaABAg,UgzR1UteqcAESRBzbSV4AaABAg,hc8RMN2hnnQ,[LANGSUNG] Pengumuman Hari Raya Aidilfitri 2026/1447H  | 19 Mac 2026,Astro AWANI,https://www.youtube.com/watch?v=hc8RMN2hnnQ,2026-03-19T12:16:11Z,festivals_national_events,Raya jatu hari jumaat percaya lah,47cbc81dad4f973c7430,2026-03-19T12:43:11Z,2026-03-19T12:43:11Z,0,0,True,True,none,,2026-06-17T15:11:42.763641+00:00,raw,,Raya jatu hari jumaat percaya lah,raya jatu hari jumaat percaya lah,6,33,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.1609541922807693,0.3235693573951721,0.5154764652252197,0.5154764652252197,0.1919071078300476,low,high,low_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,178,2026-06-18 15:59:15,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,127
