record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label,dataset_split_ready,final_dataset_name,final_dataset_created_at,final_dataset_sequence,original_text,translated_text_en,translation_status,translation_method,sentiment,action,review_notes
YT_Ugz-DbMJKjzHVzpl6al4AaABAg,YouTube,top_level_comment,Ugz-DbMJKjzHVzpl6al4AaABAg,Ugz-DbMJKjzHVzpl6al4AaABAg,pByBSEMjiyo,MENJELANG AIDILFITRI | PM Umum Cuti Tambahan Sehari Sambut Hari Raya Aidilfitri,Buletin TV3,https://www.youtube.com/watch?v=pByBSEMjiyo,2026-03-15T05:40:33Z,festivals_national_events,Saya hari hari cuti tak kesah,f320efd84643270de254,2026-03-15T08:59:58Z,2026-03-15T08:59:58Z,2,0,True,True,none,,2026-06-17T15:11:43.138772+00:00,raw,,Saya hari hari cuti tak kesah,saya hari hari cuti tak kesah,6,29,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.234591007232666,0.3508163392543793,0.4145925939083099,0.4145925939083099,0.0637762546539306,low,high,low_confidence | small_probability_margin,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,103,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,19,Saya hari hari cuti tak kesah,I don't have days off,translated,google_translate_auto_to_en,negative,relabel,negative cues outweigh positive label after translation
YT_UgzQuVcAIJQFSJ27jc94AaABAg,YouTube,top_level_comment,UgzQuVcAIJQFSJ27jc94AaABAg,UgzQuVcAIJQFSJ27jc94AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Ada mata ada otak sebelum beli tengok dulu pakai otak untuk pilihan yang terbaik sebelum membuat pembelian sesuatu 😂😅😂....,2e0224794c0c8682639f,2026-03-10T04:25:43Z,2026-03-10T04:25:43Z,1,1,True,True,none,,2026-06-17T15:11:44.742291+00:00,raw,,Ada mata ada otak sebelum beli tengok dulu pakai otak untuk pilihan yang terbaik sebelum membuat pembelian sesuatu 😂😅😂..,ada mata ada otak sebelum beli tengok dulu pakai otak untuk pilihan yang terbaik sebelum membuat pembelian sesuatu,18,120,3,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.1361303180456161,0.3099897801876068,0.5538798570632935,0.5538798570632935,0.2438900768756866,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,258,2026-06-18 17:03:48,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,752,Ada mata ada otak sebelum beli tengok dulu pakai otak untuk pilihan yang terbaik sebelum membuat pembelian sesuatu 😂😅😂..,"There are eyes and a brain before buying, look first, use your brain for the best choice before making a purchase 😂😅😂..",translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_UgwiELgPA0dIX2Fmq0V4AaABAg,YouTube,top_level_comment,UgwiELgPA0dIX2Fmq0V4AaABAg,UgwiELgPA0dIX2Fmq0V4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,hanya membeli kt orang yg sama yg punya rekod baik dr tahun2 yg lepas...,761fba22781269391093,2026-03-23T07:43:58Z,2026-03-23T07:43:58Z,0,0,True,True,none,,2026-06-17T15:11:44.741692+00:00,raw,,hanya membeli kt orang yg sama yg punya rekod baik dr tahun2 yg lepas..,hanya membeli kt orang yg sama yg punya rekod baik dr tahun2 yg lepas,14,71,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.2309978008270263,0.3461617827415466,0.4228403866291046,0.4228403866291046,0.0766786038875579,low,high,low_confidence | small_probability_margin,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,94,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,576,hanya membeli kt orang yg sama yg punya rekod baik dr tahun2 yg lepas..,only buy from the same person who has a good record from the past years..,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_UgxlNtffCmXYqcxrcuh4AaABAg,YouTube,top_level_comment,UgxlNtffCmXYqcxrcuh4AaABAg,UgxlNtffCmXYqcxrcuh4AaABAg,zCSY4bGWUXc,"Suara Rakyat: Nilai semula subsidi petrol golongan kaya, apa kata orang miskin?",Astro AWANI,https://www.youtube.com/watch?v=zCSY4bGWUXc,2026-05-11T12:14:22Z,cost_of_living_public_policy,Yang penting ringgit berjaye...,fb34ddf0a0e5ba306d4d,2026-05-13T21:43:14Z,2026-05-13T21:43:14Z,0,0,True,True,none,,2026-06-17T15:11:37.970170+00:00,raw,,Yang penting ringgit berjaye..,yang penting ringgit berjaye,4,30,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,neutral,0.236335813999176,0.3874408900737762,0.3762233257293701,0.3874408900737762,0.0112175643444061,low,high,low_confidence | small_probability_margin | neutral_prediction,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,22,2026-06-18 15:28:13,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,778,Yang penting ringgit berjaye..,The important thing is to win the ringgit..,translated,google_translate_auto_to_en,neutral,relabel,translated English appears informational/unclear rather than explicit sentiment
YT_UgwniVepWMcs1apQTk14AaABAg,YouTube,top_level_comment,UgwniVepWMcs1apQTk14AaABAg,UgwniVepWMcs1apQTk14AaABAg,3Pk956RGn7o,10 MENU SCAM PALING PELIK DI BAZAR RAMADAN,Faktaw Channel,https://www.youtube.com/watch?v=3Pk956RGn7o,2025-03-22T08:00:02Z,festivals_national_events,10 paranormal yang bahaya pernah orang buat,11c266fc356a640bf29b,2025-04-27T07:46:17Z,2025-04-27T07:46:17Z,0,0,True,True,none,,2026-06-17T15:11:44.002217+00:00,raw,,10 paranormal yang bahaya pernah orang buat,10 paranormal yang bahaya pernah orang buat,7,43,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.9420601725578308,0.0283774230629205,0.0295623484998941,0.9420601725578308,0.9124978240579368,high,low,,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,663,2026-06-18 19:17:49,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,54,10 paranormal yang bahaya pernah orang buat,10 dangerous paranormal things people have ever done,translated,google_translate_auto_to_en,neutral,keep,current label is acceptable or ambiguous
YT_UgySP7CsTdbBfR417EF4AaABAg,YouTube,top_level_comment,UgySP7CsTdbBfR417EF4AaABAg,UgySP7CsTdbBfR417EF4AaABAg,ePfJmLXfPwU,JPJ perkenal wajah baharu lesen memandu,Harian Metro,https://www.youtube.com/watch?v=ePfJmLXfPwU,2025-05-21T11:30:02Z,transport_public_services,Lah..ku baru buat minggu lepas ..xde gambo pun...kena buat lagi ke,457f84a5c2cfdffd3240,2025-05-21T15:25:02Z,2025-05-21T15:25:02Z,7,0,True,True,none,,2026-06-17T15:11:47.301090+00:00,raw,,Lah..ku baru buat minggu lepas ..xde gambo pun..kena buat lagi ke,lah ku baru buat minggu lepas xde gambo pun kena buat lagi ke,13,65,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,neutral,0.3119945526123047,0.4660234749317169,0.2219820171594619,0.4660234749317169,0.1540289223194122,low,high,low_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,106,2026-06-18 15:46:03,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,111,Lah..ku baru buat minggu lepas ..xde gambo pun..kena buat lagi ke,Nah.. I just made it last week .. I don't even have gambo.. I have to make it again,translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_UgzUGIjB-UlksDKIie94AaABAg,YouTube,top_level_comment,UgzUGIjB-UlksDKIie94AaABAg,UgzUGIjB-UlksDKIie94AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,Jualan Rahmah 3x sebulan ok tu terbaik pmx,3ce0b3e18773015617dd,2026-01-06T00:21:27Z,2026-01-06T00:21:27Z,0,0,True,True,none,,2026-06-17T15:11:40.406459+00:00,raw,,Jualan Rahmah 3x sebulan ok tu terbaik pmx,jualan rahmah 3x sebulan ok tu terbaik pmx,8,42,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,positive,0.0744874700903892,0.0917899012565612,0.8337226510047913,0.8337226510047913,0.74193274974823,high,low,,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,28,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,21,Jualan Rahmah 3x sebulan ok tu terbaik pmx,"Selling Rahmah 3x a month is ok, that's the best pmx",translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_UgwQimp3SAzbAMqLdaN4AaABAg,YouTube,top_level_comment,UgwQimp3SAzbAMqLdaN4AaABAg,UgwQimp3SAzbAMqLdaN4AaABAg,J5SEcQAe1AM,Why Malaysia Forces You to Own a Car,UrbanShiftMY,https://www.youtube.com/watch?v=J5SEcQAe1AM,2026-05-11T05:16:17Z,transport_public_services,I very much prefer to drive,9d03219885b7604c6aec,2026-05-16T01:54:04Z,2026-05-16T01:54:04Z,0,0,True,True,none,,2026-06-17T15:11:48.079518+00:00,raw,,I very much prefer to drive,i very much prefer to drive,6,27,0,False,True,0,0,0,EN,en,0,2,,False,False,accepted,positive,0.0943526551127433,0.3382829129695892,0.5673644542694092,0.5673644542694092,0.2290815412998199,low,high,low_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,282,2026-06-18 17:08:27,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,219,I very much prefer to drive,I very much prefer to drive,kept_original_english,none,neutral,keep,current label is acceptable
YT_Ugz70h26hYLb6q5hYEF4AaABAg,YouTube,top_level_comment,Ugz70h26hYLb6q5hYEF4AaABAg,Ugz70h26hYLb6q5hYEF4AaABAg,zCSY4bGWUXc,"Suara Rakyat: Nilai semula subsidi petrol golongan kaya, apa kata orang miskin?",Astro AWANI,https://www.youtube.com/watch?v=zCSY4bGWUXc,2026-05-11T12:14:22Z,cost_of_living_public_policy,"MALAYDESH menyalak keserata mengaku sebagai donia Negara KAYA... Bahan Api naik harga, rakyat nya pada berteriak gelisah semua... 😂",ea1c1e3b31d75b4bb1c2,2026-05-13T21:27:33Z,2026-05-13T21:27:33Z,0,0,True,True,none,,2026-06-17T15:11:37.970186+00:00,raw,,"MALAYDESH menyalak keserata mengaku sebagai donia Negara KAYA.. Bahan Api naik harga, rakyat nya pada berteriak gelisah semua.. 😂",malaydesh menyalak keserata mengaku sebagai donia negara kaya bahan api naik harga rakyat nya pada berteriak gelisah semua,18,129,1,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.9463257193565368,0.0236390121281147,0.0300351995974779,0.9463257193565368,0.916290519759059,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,677,2026-06-18 19:19:49,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,557,"MALAYDESH menyalak keserata mengaku sebagai donia Negara KAYA.. Bahan Api naik harga, rakyat nya pada berteriak gelisah semua.. 😂","MALAYDESH is barking all over the world claiming to be a RICH country.. Fuel prices are going up, the people are all shouting anxiously.. 😂",translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_UgyNT5RFCCNKoa-_7LF4AaABAg,YouTube,top_level_comment,UgyNT5RFCCNKoa-_7LF4AaABAg,UgyNT5RFCCNKoa-_7LF4AaABAg,ze_IuVwkuFc,KTMB's 'ghost train' transforms commute for students from the interior,The Star,https://www.youtube.com/watch?v=ze_IuVwkuFc,2026-01-11T13:05:33Z,transport_public_services,"Wow, something like this really remember me of how japanese teen too use train to go to school. Is this finally the future that we waiting for at Malaysia? I think this is good idea",e2556fe3396c1de57220,2026-01-15T20:31:02Z,2026-01-15T20:31:02Z,0,0,True,True,none,,2026-06-17T15:11:47.667939+00:00,raw,,"Wow, something like this really remember me of how japanese teen too use train to go to school. Is this finally the future that we waiting for at Malaysia? I think this is good idea",wow something like this really remember me of how japanese teen too use train to go to school is this finally the future that we waiting for at malaysia i think this is good idea,35,181,0,False,True,0,0,0,MIXED,en,1,9,,False,False,accepted,positive,0.0790803655982017,0.0923620536923408,0.8285576105117798,0.8285576105117798,0.7361955568194389,high,medium,mixed_language,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,31,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,549,"Wow, something like this really remember me of how japanese teen too use train to go to school. Is this finally the future that we waiting for at Malaysia? I think this is good idea","Wow, something like this really remember me of how japanese teen too use train to go to school. Is this finally the future that we waiting for at Malaysia? I think this is good idea",kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgySCqcMaTOA4L-L3tF4AaABAg,YouTube,top_level_comment,UgySCqcMaTOA4L-L3tF4AaABAg,UgySCqcMaTOA4L-L3tF4AaABAg,ze_IuVwkuFc,KTMB's 'ghost train' transforms commute for students from the interior,The Star,https://www.youtube.com/watch?v=ze_IuVwkuFc,2026-01-11T13:05:33Z,transport_public_services,That's cute. I hope we get more convenient public transportation. Encourage people to walk rather than using cars or motorcycles.,5d824695ab1fdf9ffabf,2026-01-12T06:20:21Z,2026-01-12T06:20:59Z,24,0,True,True,none,,2026-06-17T15:11:47.668646+00:00,raw,,That's cute. I hope we get more convenient public transportation. Encourage people to walk rather than using cars or motorcycles.,that s cute i hope we get more convenient public transportation encourage people to walk rather than using cars or motorcycles,20,129,0,False,True,0,0,0,EN,en,0,3,,False,False,accepted,positive,0.0217069219797849,0.0535321608185768,0.9247609376907348,0.9247609376907348,0.871228776872158,high,low,,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,4,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,356,That's cute. I hope we get more convenient public transportation. Encourage people to walk rather than using cars or motorcycles.,That's cute. I hope we get more convenient public transportation. Encourage people to walk rather than using cars or motorcycles.,kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgyV4o3tT8YtZPDmR1Z4AaABAg,YouTube,top_level_comment,UgyV4o3tT8YtZPDmR1Z4AaABAg,UgyV4o3tT8YtZPDmR1Z4AaABAg,L-iPwc5b3oI,Malaysia rolls out the welcome mat for first tourists of 2026,The Star,https://www.youtube.com/watch?v=L-iPwc5b3oI,2026-01-01T05:54:35Z,tourism_lifestyle_events,You are the best! Dato's Sri Tiong. You are our hero. No doubt about it.,ace39ce2b02a7a885acb,2026-01-01T07:32:46Z,2026-01-01T07:32:46Z,9,0,True,True,none,,2026-06-17T15:11:45.906900+00:00,raw,,You are the best! Dato's Sri Tiong. You are our hero. No doubt about it.,you are the best dato s sri tiong you are our hero no doubt about it,15,72,0,False,True,0,0,0,MIXED,en,1,3,,False,False,accepted,positive,0.0367029830813407,0.0488781109452247,0.914418876171112,0.914418876171112,0.8655407652258873,high,medium,mixed_language,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,568,2026-06-18 19:02:57,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,624,You are the best! Dato's Sri Tiong. You are our hero. No doubt about it.,You are the best! Dato's Sri Tiong. You are our hero. No doubt about it.,kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_Ugy9BGDR2xTj9KPMIIZ4AaABAg,YouTube,top_level_comment,Ugy9BGDR2xTj9KPMIIZ4AaABAg,Ugy9BGDR2xTj9KPMIIZ4AaABAg,L-iPwc5b3oI,Malaysia rolls out the welcome mat for first tourists of 2026,The Star,https://www.youtube.com/watch?v=L-iPwc5b3oI,2026-01-01T05:54:35Z,tourism_lifestyle_events,Tiong love China backside❤❤❤❤❤,1fbe68234e9069764dab,2026-01-01T15:57:01Z,2026-01-01T15:57:01Z,0,0,True,True,none,,2026-06-17T15:11:45.906548+00:00,raw,,Tiong love China backside❤❤❤❤❤,tiong love china backside,4,30,5,False,True,0,0,0,EN,en,0,0,,False,False,accepted,positive,0.0293372385203838,0.0365902297198772,0.934072494506836,0.934072494506836,0.8974822647869587,high,low,,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,641,2026-06-18 19:13:50,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,231,Tiong love China backside❤❤❤❤❤,Tiong love China backside❤❤❤❤❤,kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgxaLh_QPSOGGifMWhJ4AaABAg,YouTube,top_level_comment,UgxaLh_QPSOGGifMWhJ4AaABAg,UgxaLh_QPSOGGifMWhJ4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Berita baik apanya str ekasih my sara tak lulus,00bceae9296ca977db33,2025-07-22T14:48:07Z,2025-07-22T14:48:07Z,0,0,True,True,none,,2026-06-17T15:11:38.666988+00:00,raw,,Berita baik apanya str ekasih my sara tak lulus,berita baik apanya str ekasih my sara tak lulus,9,47,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.3111784160137176,0.1938981711864471,0.4949233829975128,0.4949233829975128,0.1837449669837951,low,high,low_confidence,negative,reviewed,Reverted wrong sequence-based correction back to negative,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,140,2026-06-18 20:39:17,human_manual_text_based_revert,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,819,Berita baik apanya str ekasih my sara tak lulus,"What's the good news, my dear friend Sara didn't pass",translated,google_translate_auto_to_en,positive,relabel,positive/supportive cues outweigh negative label after translation
YT_UgwaiLYq8WLdtZVUiEZ4AaABAg,YouTube,top_level_comment,UgwaiLYq8WLdtZVUiEZ4AaABAg,UgwaiLYq8WLdtZVUiEZ4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Ban saja lah peniaga mcm ini..mana boleh jadi mcm ini...mebazirkan Wang rakyat,563b6080bffcf01b6907,2026-02-27T16:31:06Z,2026-02-27T16:31:06Z,0,0,True,True,none,,2026-06-17T15:11:44.743224+00:00,raw,,Ban saja lah peniaga mcm ini..mana boleh jadi mcm ini..mebazirkan Wang rakyat,ban saja lah peniaga mcm ini mana boleh jadi mcm ini mebazirkan wang rakyat,14,77,0,False,True,0,0,0,BM,id,4,0,,False,False,accepted,negative,0.9557411670684814,0.0200890768319368,0.0241697952151298,0.9557411670684814,0.9315713718533516,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,708,2026-06-18 19:25:02,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,338,Ban saja lah peniaga mcm ini..mana boleh jadi mcm ini..mebazirkan Wang rakyat,Just ban this kind of dealer..how can it be like this..wasting people's money,translated,google_translate_auto_to_en,positive,relabel,positive/supportive cues outweigh negative label after translation
YT_UgzPyTaciXe2IclLmAV4AaABAg,YouTube,top_level_comment,UgzPyTaciXe2IclLmAV4AaABAg,UgzPyTaciXe2IclLmAV4AaABAg,J5SEcQAe1AM,Why Malaysia Forces You to Own a Car,UrbanShiftMY,https://www.youtube.com/watch?v=J5SEcQAe1AM,2026-05-11T05:16:17Z,transport_public_services,I have a driving license but I almost never drive. I only ride motorcycles to go everywhere.,0e8d6e380ed96f87d126,2026-05-16T02:26:30Z,2026-05-16T02:26:30Z,2,0,True,True,none,,2026-06-17T15:11:48.079489+00:00,raw,,I have a driving license but I almost never drive. I only ride motorcycles to go everywhere.,i have a driving license but i almost never drive i only ride motorcycles to go everywhere,17,92,0,False,True,0,0,0,EN,en,0,1,,False,False,accepted,neutral,0.0193862281739711,0.9648467302322388,0.0157670713961124,0.9648467302322388,0.9454605020582676,high,medium,neutral_prediction,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,595,2026-06-18 19:06:15,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,444,I have a driving license but I almost never drive. I only ride motorcycles to go everywhere.,I have a driving license but I almost never drive. I only ride motorcycles to go everywhere.,kept_original_english,none,neutral,keep,current label is acceptable or ambiguous
YT_UgxgsamLXHQc5NrafS14AaABAg,YouTube,top_level_comment,UgxgsamLXHQc5NrafS14AaABAg,UgxgsamLXHQc5NrafS14AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,Minister Tiong King Sing is doing a great job.,cea47081f53ca7ae16f3,2026-02-12T13:25:12Z,2026-02-12T13:25:12Z,19,0,True,True,none,,2026-06-17T15:11:46.188297+00:00,raw,,Minister Tiong King Sing is doing a great job.,minister tiong king sing is doing a great job,9,46,0,False,True,0,0,0,EN,en,0,2,,False,False,accepted,positive,0.0142340548336505,0.0203421842306852,0.965423822402954,0.965423822402954,0.9450816381722688,high,low,,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,746,2026-06-18 19:36:09,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,468,Minister Tiong King Sing is doing a great job.,Minister Tiong King Sing is doing a great job.,kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgxmSA3aNfQOxk94iWN4AaABAg,YouTube,top_level_comment,UgxmSA3aNfQOxk94iWN4AaABAg,UgxmSA3aNfQOxk94iWN4AaABAg,9tQzzOjBIdI,KOS SARA HIDUP | Kerajaan Bakal Umum Langkah Tangani Kos Sara Hidup,Buletin TV3,https://www.youtube.com/watch?v=9tQzzOjBIdI,2025-07-19T05:38:22Z,cost_of_living_public_policy,"Masalahnya negara lain berdepan kenaikkan kos sara hidup kerana kos asing tapi di Malaysia Kenaikan Kos Sara Hidup disebabkan kerajaan 'Mad'DaNi yg sengaja menaikkan cukai² barangan, menaikkan tarif elektrik dan menarik pelbagai subsidi yg dinikmati rakyat.. Akibatnya harga² barangan dan perkhidmatan meningkat yg kesan akhirnya tetap pergi kepada rakyat semua.. Bang Bang Bang Non Bangang!!",0a0ddb3af96e2b6b43a5,2025-07-19T07:17:40Z,2025-07-19T07:17:40Z,1,0,True,True,none,,2026-06-17T15:11:40.015783+00:00,raw,,"Masalahnya negara lain berdepan kenaikkan kos sara hidup kerana kos asing tapi di Malaysia Kenaikan Kos Sara Hidup disebabkan kerajaan 'Mad'DaNi yg sengaja menaikkan cukai2 barangan, menaikkan tarif elektrik dan menarik pelbagai subsidi yg dinikmati rakyat.. Akibatnya harga2 barangan dan perkhidmatan meningkat yg kesan akhirnya tetap pergi kepada rakyat semua.. Bang Bang Bang Non Bangang!!",masalahnya negara lain berdepan kenaikkan kos sara hidup kerana kos asing tapi di malaysia kenaikan kos sara hidup disebabkan kerajaan mad dani yg sengaja menaikkan cukai2 barangan menaikkan tarif elektrik dan menarik pelbagai subsidi yg dinikmati rakyat akibatnya harga2 barangan dan perkhidmatan meningkat yg kesan akhirnya tetap pergi kepada rakyat semua bang bang bang non bangang,55,392,0,False,True,0,0,0,BM,id,5,0,,False,False,accepted,negative,0.9521830677986144,0.0243546329438686,0.0234622824937105,0.9521830677986144,0.927828434854746,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,692,2026-06-18 19:22:27,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,450,"Masalahnya negara lain berdepan kenaikkan kos sara hidup kerana kos asing tapi di Malaysia Kenaikan Kos Sara Hidup disebabkan kerajaan 'Mad'DaNi yg sengaja menaikkan cukai2 barangan, menaikkan tarif elektrik dan menarik pelbagai subsidi yg dinikmati rakyat.. Akibatnya harga2 barangan dan perkhidmatan meningkat yg kesan akhirnya tetap pergi kepada rakyat semua.. Bang Bang Bang Non Bangang!!","The problem is that other countries are faced with an increase in the cost of living due to foreign costs, but in Malaysia the increase in the cost of living is due to the 'Mad' DaNi government that deliberately increases taxes on goods, increases electricity tariffs and withdraws various subsidies enjoyed by the people.. As a result, the prices of goods and services increase which ultimately goes to all the people.. Bang Bang Bang Non Bangang!!",translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
